Indice,File,Diff_media
397,06500_20000_label_free.tif,37.5959
398,07000_00500_label_free.tif,19.9943
399,07000_01000_label_free.tif,27.069
400,07000_01500_label_free.tif,31.2227
401,07000_02000_label_free.tif,33.275
402,07000_02500_label_free.tif,34.8915
403,07000_03000_label_free.tif,34.1086
404,07000_03500_label_free.tif,32.1944
405,07000_04000_label_free.tif,29.6097
406,07000_04500_label_free.tif,32.1082
407,07000_05000_label_free.tif,34.2311
408,07000_05500_label_free.tif,36.148
409,07000_06000_label_free.tif,35.6435
410,07000_06500_label_free.tif,36.6405
411,07000_07000_label_free.tif,41.466
412,07000_07500_label_free.tif,44.7471
413,07000_08000_label_free.tif,43.6177
414,07000_08500_label_free.tif,38.6134
415,07000_09000_label_free.tif,36.6392
416,07000_09500_label_free.tif,36.8161
417,07000_10000_label_free.tif,36.4329
418,07000_10500_label_free.tif,36.688
419,07000_11000_label_free.tif,35.1504
420,07000_11500_label_free.tif,33.1035
421,07000_12000_label_free.tif,31.2973
422,07000_12500_label_free.tif,33.5706
423,07000_13000_label_free.tif,34.5643
424,07000_13500_label_free.tif,37.6116
425,07000_14000_label_free.tif,48.5437
426,07000_14500_label_free.tif,51.7335
427,07000_15000_label_free.tif,45.7661
428,07000_15500_label_free.tif,31.6459
429,07000_16000_label_free.tif,29.6484
430,07000_16500_label_free.tif,32.9592
431,07000_17000_label_free.tif,33.4444
432,07000_17500_label_free.tif,30.7947
433,07000_18000_label_free.tif,37.6968
434,07000_18500_label_free.tif,45.095
435,07000_19000_label_free.tif,45.8986
436,07000_19500_label_free.tif,37.6297
437,07000_20000_label_free.tif,38.4197
438,07500_00000_label_free.tif,22.5756
439,07500_00500_label_free.tif,24.8814
440,07500_01000_label_free.tif,28.8236
441,07500_01500_label_free.tif,37.4557
442,07500_02000_label_free.tif,46.9807
443,07500_02500_label_free.tif,46.9094
444,07500_03000_label_free.tif,42.519
445,07500_03500_label_free.tif,40.9317
446,07500_04000_label_free.tif,41.1656
447,07500_04500_label_free.tif,41.3499
448,07500_05000_label_free.tif,39.1461
449,07500_05500_label_free.tif,37.2055
450,07500_06000_label_free.tif,32.9332
451,07500_06500_label_free.tif,32.5585
452,07500_07000_label_free.tif,35.0459
453,07500_07500_label_free.tif,40.3384
454,07500_08000_label_free.tif,41.6642
455,07500_08500_label_free.tif,40.9609
456,07500_09000_label_free.tif,39.7902
457,07500_09500_label_free.tif,38.6164
458,07500_10000_label_free.tif,37.2432
459,07500_10500_label_free.tif,37.544
460,07500_11000_label_free.tif,39.0939
461,07500_11500_label_free.tif,39.018
462,07500_12000_label_free.tif,31.9796
463,07500_12500_label_free.tif,31.983
464,07500_13000_label_free.tif,32.7724
465,07500_13500_label_free.tif,37.9471
466,07500_14000_label_free.tif,42.1413
467,07500_14500_label_free.tif,46.5342
468,07500_15000_label_free.tif,42.4126
469,07500_15500_label_free.tif,32.1066
470,07500_16000_label_free.tif,30.286
471,07500_16500_label_free.tif,34.2328
472,07500_17000_label_free.tif,33.7659
473,07500_17500_label_free.tif,29.9164
474,07500_18000_label_free.tif,33.8302
475,07500_18500_label_free.tif,40.9297
476,07500_19000_label_free.tif,45.4645
477,07500_19500_label_free.tif,39.7525
478,07500_20000_label_free.tif,38.8097
479,08000_00000_label_free.tif,24.3102
480,08000_00500_label_free.tif,22.354
481,08000_01000_label_free.tif,24.5438
482,08000_01500_label_free.tif,35.057
483,08000_02000_label_free.tif,46.7123
484,08000_02500_label_free.tif,46.4676
485,08000_03000_label_free.tif,47.3434
486,08000_03500_label_free.tif,50.8915
487,08000_04000_label_free.tif,52.4335
488,08000_04500_label_free.tif,47.2491
489,08000_05000_label_free.tif,39.6155
490,08000_05500_label_free.tif,34.4016
491,08000_06000_label_free.tif,29.9491
492,08000_06500_label_free.tif,29.4567
493,08000_07000_label_free.tif,30.4311
494,08000_07500_label_free.tif,34.4133
495,08000_08000_label_free.tif,38.2071
496,08000_08500_label_free.tif,41.3353
497,08000_09000_label_free.tif,43.5519
498,08000_09500_label_free.tif,41.9489
499,08000_10000_label_free.tif,39.3923
500,08000_10500_label_free.tif,39.051
501,08000_11000_label_free.tif,41.2678
502,08000_11500_label_free.tif,43.2664
503,08000_12000_label_free.tif,37.6721
504,08000_12500_label_free.tif,35.5836
505,08000_13000_label_free.tif,32.6034
506,08000_13500_label_free.tif,37.0858
507,08000_14000_label_free.tif,39.6695
508,08000_14500_label_free.tif,41.4584
509,08000_15000_label_free.tif,37.4747
510,08000_15500_label_free.tif,30.706
511,08000_16000_label_free.tif,31.2368
512,08000_16500_label_free.tif,34.2875
513,08000_17000_label_free.tif,33.1828
514,08000_17500_label_free.tif,28.7027
515,08000_18000_label_free.tif,31.0401
516,08000_18500_label_free.tif,38.2314
517,08000_19000_label_free.tif,45.572
518,08000_19500_label_free.tif,40.378
519,08000_20000_label_free.tif,37.0411
520,08500_00000_label_free.tif,26.5778
521,08500_00500_label_free.tif,28.6005
522,08500_01000_label_free.tif,26.0435
523,08500_01500_label_free.tif,30.7601
524,08500_02000_label_free.tif,44.352
525,08500_02500_label_free.tif,47.5967
526,08500_03000_label_free.tif,51.8359
527,08500_03500_label_free.tif,55.016
528,08500_04000_label_free.tif,55.3152
529,08500_04500_label_free.tif,47.001
530,08500_05000_label_free.tif,38.1265
531,08500_05500_label_free.tif,33.3581
532,08500_06000_label_free.tif,30.8846
533,08500_06500_label_free.tif,30.2754
534,08500_07000_label_free.tif,29.351
535,08500_07500_label_free.tif,31.7728
536,08500_08000_label_free.tif,34.3569
537,08500_08500_label_free.tif,38.5775
538,08500_09000_label_free.tif,42.133
539,08500_09500_label_free.tif,43.0384
540,08500_10000_label_free.tif,40.3364
541,08500_10500_label_free.tif,39.2077
542,08500_11000_label_free.tif,40.3604
543,08500_11500_label_free.tif,44.0522
544,08500_12000_label_free.tif,42.1186
545,08500_12500_label_free.tif,39.5681
546,08500_13000_label_free.tif,34.4772
547,08500_13500_label_free.tif,34.729
548,08500_14000_label_free.tif,36.3991
549,08500_14500_label_free.tif,35.2524
550,08500_15000_label_free.tif,32.2123
551,08500_15500_label_free.tif,28.6422
552,08500_16000_label_free.tif,30.5601
553,08500_16500_label_free.tif,33.1861
554,08500_17000_label_free.tif,32.9563
555,08500_17500_label_free.tif,29.4432
556,08500_18000_label_free.tif,34.6331
557,08500_18500_label_free.tif,40.0899
558,08500_19000_label_free.tif,45.1307
559,08500_19500_label_free.tif,39.269
560,08500_20000_label_free.tif,34.93
561,09000_00000_label_free.tif,24.9318
562,09000_00500_label_free.tif,32.7896
563,09000_01000_label_free.tif,27.6651
564,09000_01500_label_free.tif,25.2284
565,09000_02000_label_free.tif,32.7968
566,09000_02500_label_free.tif,43.0138
567,09000_03000_label_free.tif,52.5604
568,09000_03500_label_free.tif,56.0825
569,09000_04000_label_free.tif,50.982
570,09000_04500_label_free.tif,42.3357
571,09000_05000_label_free.tif,34.8035
572,09000_05500_label_free.tif,32.3878
573,09000_06000_label_free.tif,32.4714
574,09000_06500_label_free.tif,32.8561
575,09000_07000_label_free.tif,32.0965
576,09000_07500_label_free.tif,31.9812
577,09000_08000_label_free.tif,32.998
578,09000_08500_label_free.tif,33.4891
579,09000_09000_label_free.tif,38.0225
580,09000_09500_label_free.tif,40.5986
581,09000_10000_label_free.tif,40.9846
582,09000_10500_label_free.tif,39.362
583,09000_11000_label_free.tif,39.8588
584,09000_11500_label_free.tif,40.6082
585,09000_12000_label_free.tif,40.9884
586,09000_12500_label_free.tif,39.0406
587,09000_13000_label_free.tif,36.353
588,09000_13500_label_free.tif,35.3254
589,09000_14000_label_free.tif,38.6536
590,09000_14500_label_free.tif,36.118
591,09000_15000_label_free.tif,31.8647
592,09000_15500_label_free.tif,27.879
593,09000_16000_label_free.tif,30.579
594,09000_16500_label_free.tif,32.0767
595,09000_17000_label_free.tif,32.4752
596,09000_17500_label_free.tif,31.4164
597,09000_18000_label_free.tif,40.5633
598,09000_18500_label_free.tif,46.8204
599,09000_19000_label_free.tif,47.3107
600,09000_19500_label_free.tif,38.3308
601,09000_20000_label_free.tif,33.495
602,09500_00000_label_free.tif,22.2113
603,09500_00500_label_free.tif,34.9018
604,09500_01000_label_free.tif,28.3032
605,09500_01500_label_free.tif,23.8668
606,09500_02000_label_free.tif,27.7441
607,09500_02500_label_free.tif,44.8285
608,09500_03000_label_free.tif,53.6781
609,09500_03500_label_free.tif,53.1071
610,09500_04000_label_free.tif,42.5145
611,09500_04500_label_free.tif,35.475
612,09500_05000_label_free.tif,31.3604
613,09500_05500_label_free.tif,31.6201
614,09500_06000_label_free.tif,31.9218
615,09500_06500_label_free.tif,33.5508
616,09500_07000_label_free.tif,33.9667
617,09500_07500_label_free.tif,33.5452
618,09500_08000_label_free.tif,32.2528
619,09500_08500_label_free.tif,29.8603
620,09500_09000_label_free.tif,31.1589
621,09500_09500_label_free.tif,34.8993
622,09500_10000_label_free.tif,39.7662
623,09500_10500_label_free.tif,40.1339
624,09500_11000_label_free.tif,39.9306
625,09500_11500_label_free.tif,39.9362
626,09500_12000_label_free.tif,38.7039
627,09500_12500_label_free.tif,37.9076
628,09500_13000_label_free.tif,37.3996
629,09500_13500_label_free.tif,39.0054
630,09500_14000_label_free.tif,45.1896
631,09500_14500_label_free.tif,44.3947
632,09500_15000_label_free.tif,38.7854
633,09500_15500_label_free.tif,30.4143
634,09500_16000_label_free.tif,31.6066
635,09500_16500_label_free.tif,31.9003
636,09500_17000_label_free.tif,32.2414
637,09500_17500_label_free.tif,34.4169
638,09500_18000_label_free.tif,45.8456
639,09500_18500_label_free.tif,51.737
640,09500_19000_label_free.tif,47.4232
641,09500_19500_label_free.tif,37.0409
642,09500_20000_label_free.tif,33.6363
643,10000_00000_label_free.tif,16.1631
644,10000_00500_label_free.tif,28.6466
645,10000_01000_label_free.tif,27.2676
